"Hit Promotional Products, INC","17,684.72"
Hobby Lobby,6.47
Home Depot,170.84
Howling Nights-V,110.39
I Am Dynamite-V,144.13
Icarus Bell-V,369.31
IDProductSource,"2,178.14"
Ignescent-V,59.94
Ilini,"3,555.86"
Image Imprinting,"165,770.64"
Impericon,"28,761.78"
ImprintID,"1,734.12"
Indeed,441.32
India Ramey-V,145.17
Industry PrintShop,"6,409.27"
Inksoft,42.60
Instacart,732.68
"In Tune Guitar Picks, Inc.","1,423.40"
IRS,-0.02
Israel Nash-V,"3,976.53"
Jackopierce-V,514.12
Jake's Hamburgers,44.85
Jaret Goes To The Movies-V,221.90
Jaret & Kelly-V,"1,149.11"
Jaret Reddick-V,"1,004.96"
Jarinus-V,251.58
JAS Forwarding (USA) Inc.,"12,197.10"
Jay Gilbert-V,32.78
Jetbrains Americas,63.87
JNJ Promos LLC,681.42
Johnny Stimson-V,"10,403.76"
Joshua Lee Turner-V,"1,280.33"
Joshua Radin - Experience Items-V,"1,887.90"
Joshua Radin-V,"8,596.61"
Justin Furstenfeld Book (Gunner)-V,"11,487.07"
Justin Furstenfeld Open Book CD (GB)-V,259.07
Justin Furstenfeld Tour Merch (Gunner)-V,6.84
Justin Furstenfeld Winter Album (GB)-V,"3,958.66"
Justuno,"1,788.00"
Kait Dunton-V,"2,653.57"
Kaki King-V,"11,135.09"
Kerli (Review)-V,160.81
Keychron.com,243.00
Klaviyo,"9,786.89"
Koozie Group,"2,129.08"
Kroger,"3,320.01"
Kwik Kar,84.44
Laravel Shift,145.00
Liberty Mutual,"15,450.83"
Liberty Playing Cards,"3,197.58"
Lions At The Gate-V,"14,907.31"
Little Quirks-V,186.32
Lonestar Forklift,"1,916.70"
Longwave-V,245.81
Los Angeles Apparel,"3,257.95"
Low Roar-V,"93,692.21"
Lucky Chops-V,"6,917.12"
Lyle Mays-V,142.49
Magnet Group,188.55
Magnolia Boulevard-V,368.46
Mailchimp,220.65
Mailgun,188.81
Mallory Johnson-V,212.39
Marc Broussard-V,"28,808.86"
MarcCo Jewelers,"15,025.00"
Mark Daly & The Ravens-V,855.22
Marshall Crenshaw-V,24.00
McCarthy Rose & Mills LLP,"2,150.00"
Mega Cap,"1,012.01"
Messagebird,441.00
Micamp,"6,226.84"
Michael Lington-V,"1,983.14"
Miro,967.47
Modern English-V,727.32
Nates Seafood,173.55
Naturally 7-V,108.73
Navicat,99.00
Nep-V,"3,282.23"
Nordic Promos,"1,553.02"
Northwest Propane,97.50
Nothing More (Review)-V,80.56
NTX Supply LLC,171.45
NW Butane Gas Co,65.00
Office Depot,698.76
Oglio Records-V,222.36
ohGr-V,"3,280.99"
Ok Go-V,"3,864.86"
Olark,180.00
One Ton Creative Design Group,975.00
"Otto Cap, INC","6,910.39"
Outlet Electric,"4,253.85"
Pantone,95.93
Paris Monster-V,656.39
Parry Gripp-V,"2,876.80"
Paul Gilbert (Review)-V,"25,264.82"
Paw.Cloud,100.00
Pepco Promotional,"1,286.51"
Pilot Corporation Of America,377.19
Pipedrive,162.38
PMGOA,"8,251.45"
PNC Bank,401.91
Printful,"11,358.82"
Probity Europe Limited,"11,334.47"
Probity Europe Ltd,"102,790.00"
Progressive Waste,"3,395.94"
Pronto Courier Service,229.79
QuickBooks Payments,"24,813.21"
QuickBooks Payroll Service,4.95
Racetrack,"1,406.68"
Rainmaker Entertainment Group LLC,"4,199.55"
Ray Bonneville-V,696.08
RCHB Printing,"10,117.00"
Reina del Cid-V,"4,650.38"
Relay,210.00
Robert De Leo-V,"6,604.46"
Robinhood Office,54.13
Roger Joseph Manning Jr.-V,295.46
Rose McGowan-V,261.24
Rubber Stamps Unlimited,61.35
Ryan McGarvey-V,"3,867.85"
Saasant Infotech,90.00
Sammy Rae - pre 0623-V,"83,794.15"
Sammy Rae-V,"70,005.99"
Sam Paulos,390.00
Sam's Club,57.21
SanMar,"5,387.75"
Sara Niemietz-V,"3,253.00"
SBA,455.54
SC Promo,"1,122.70"
Sendowl,"1,103.43"
Shipwise,"4,200.00"
Shopify,"41,008.94"
Shopify - Get Back Up-V,"1,930.14"
Shopify - Home Free-V,"224,724.36"
"Shred-it USA, LLC","1,164.64"
Sid & Marty Krofft-V,"3,677.56"
Simple Backups,696.00
Sinotec,"6,105.00"
Siteground Hosting,632.94
Slack,"1,594.84"
Slash (Review)-V,91.74
Small Business Administration,"14,558.91"
"SNP Consulting & Development, Inc.","105,000.00"
Snugz USA,"25,253.66"
Sock Enterprises,"2,292.00"
Spectrum Business Cable,"2,501.21"
S&S Activewear,"160,424.24"
Staples,37.30
State Auto,"1,685.00"
State Comptroller,-245.72
"Staton Wholesale, LLC","2,325.27"
Stericycle Shred,224.40
Steve Gadd-V,"1,496.65"
Steve Stevens-V,"6,075.10"
"Stouse, LLC","10,005.84"
St Regis Group,"2,590.11"
Taco Cabana,134.17
Tailor-Made Apparel,"5,340.00"
Tal Wilkenfeld-V,"9,010.71"
Target,129.89
Tekweld,"1,446.88"
Terry Town,"8,142.63"
Tettra,560.00
Text Expander,42.60
Text Inc,468.00
TForce Freight,"1,231.83"
The Bandanna.com,985.88
The Bluegrass Situation-V,"3,884.35"
The Cush-V,32.29
The Garcia Project-V,111.40
The Great Divide-V,"1,144.74"
The Lickerish Quartet-V,"5,656.32"
The Luka State-V,138.56
The Meeting Place-V,840.88
The Monterey Company,"1,749.00"
The Other Favorites-V,"2,475.60"
The Quebe Sisters-V,"1,631.08"
The Winery Dogs-V,"7,723.76"
Tim Foust-V,"14,185.97"
TJC Consulting,"20,888.93"
Trip The Witch-V,"17,039.09"
TUFSTRINGS-V,"3,790.64"
Turner And Kirwan Of Wexford-V,101.13
TX TWC,"1,014.64"
TXU,"8,069.55"
Tyrone Wells-V,437.83
Uber,504.97
Uber Eats,188.73
UGTHREADS 1PPROMO,"2,307.85"
Uhaul,52.38
Uline,"65,156.63"
United Healthcare,"46,501.36"
United Printables,"62,207.15"
Universal Strap,377.46
UPrinting.com,"12,353.84"
UPS,"101,736.21"
UpTimeBot,123.92
Upwork,"5,505.07"
USPS,"144,000.00"
Vail Donuts,35.88
Valiant Financial,"20,513.27"
VEED,375.01
Vela Wood P.C.,"4,073.75"
Ventura Promotional,"6,482.90"
Vertical Horizon-V,"1,188.68"
Viasat,19.00
Vonlane,357.00
Vortex Colorado,405.92
Wah-Hing Chow,460.00
Wall Of Fame,607.70
Walmart,168.49
"WB Promotion, INC",352.00
Web Interactive Consulting,"2,668.75"
Wellsucceed Embroidery Limited,"37,718.70"
Welshly Arms-V,179.43
Wendell's Mint,779.98
"WENZHOU OUFEICHI IMPORT& EXPORT CO.,LTD","-6,708.40"
Whole Foods,63.27
Willis Exterminating,"1,488.61"
WowLine,422.74
Yam Haus-V,625.38
z_Archivum-V,33.25
"Zendesk, INC","1,098.17"
TOTAL,"$2,415,116.01"



"Accrual Basis Friday, February 06, 2026 12:05 AM GMT-06:00",
