Jaret Reddick-V,578.14
Jersey Mike's,105.93
Johnny Stimson-V,"1,843.29"
Joshua Lee Turner-V,395.57
Joshua Radin - Experience Items-V,"2,439.99"
Joshua Radin-V,"5,617.63"
Justin Furstenfeld Book (Gunner)-V,"88,506.20"
Justin Furstenfeld Open Book CD (GB)-V,180.75
Justin Furstenfeld Winter Album (GB)-V,"1,112.29"
Justuno,298.00
Kaki King-V,"6,723.00"
KBETHOS HATS,"2,238.76"
Klaviyo,"13,671.45"
Koozie Group,"4,172.95"
Kroger,41.60
Laravel Shift,194.00
Lasting Impressions,404.02
Lawson Knight-V,40.22
Liberty Mutual,"21,979.26"
Liberty Playing Cards,"8,327.56"
Lions At The Gate-V,958.31
Lonestar Forklift,"1,789.16"
Loom,198.00
Los Angeles Apparel,"3,951.69"
Low Roar-V,"80,795.63"
Luck Star Merch Limited,"9,031.00"
Lucky Chops-V,"2,630.18"
Lyle Mays-V,102.98
Madeleine Peyroux-V,123.40
Magnolia Boulevard-V,116.80
Mailgun,447.72
Manufacturer's Direct Sales Inc,63.86
Marc Broussard-V,"6,638.62"
MarcCo Jewelers,"3,920.00"
Marco's Pizza,263.93
Mark Daly & The Ravens-V,5.68
Market Street,54.16
Mega Cap,942.04
Messagebird,392.00
Micamp,98.45
Michael Lington-V,"3,362.21"
Mindy Gledhill-V,580.09
Miro,408.58
Modern English-V,"1,027.38"
Monday.com,134.07
Moo Print,312.37
Morris Magnets,"6,460.25"
Music Blog Directory,149.00
Nep-V,"6,384.85"
Noble Desktop,650.00
Nord VPN,291.20
Northwest Propane,390.00
Norway Consultants Inc,"60,996.00"
Nothing Bundt Cake,207.80
Notion Art,50.00
NTX Media Services,"6,250.00"
NTX Supply LLC,"31,079.39"
Office Depot,553.02
Office Max,34.45
Oglio Records-V,"8,080.56"
Ok Go-V,"51,101.38"
Olark,276.00
One More Satellite-V,"6,841.53"
One Stop,316.45
OpenAI,638.40
"Otto Cap, INC","3,383.60"
Outlet Electric,"1,250.00"
Packagemate Inc,80.00
Paddle.net,456.11
Pantone,95.93
Pappadeaux Seafood Kitchen,"1,627.32"
Paris Monster-V,317.87
Parry Gripp-V,"3,703.80"
Paul Gilbert (Review)-V,"1,004.38"
PEOPLE R UGLY-V,341.59
Perfume Oils,"3,166.08"
Pipedrive,179.08
Pitney Bowes Postage,"368,000.00"
PMGOA,"3,690.51"
PNC Bank,234.00
PremiumSoft,99.00
Printful,"13,979.97"
Progresive County Mutual Insurance,"2,621.00"
Progressive Waste,"4,431.56"
Prophets And Outlaws-V,116.11
PT Thriving,"1,856.30"
QuickBooks Payments,"19,392.92"
Racetrack,"1,437.26"
Rainmaker Entertainment Group LLC,"6,972.68"
Raising Canes,101.78
Redbubble,23.29
Reina del Cid-V,277.31
Reitler Kailas & Rosenblatt LLP,"9,730.93"
Relay,566.98
Richie Kotzen-V,528.08
Ryan McGarvey-V,491.28
Saasant Infotech,90.00
Salisbury Inc,201.00
Sammy Rae-V,"62,155.63"
SanMar,"21,674.53"
Sara Niemietz-V,143.73
Sendowl,"3,897.75"
Shaka Wear,"1,779.30"
"Shenzhen Jinhao Color  Printing Co., Ltd","13,650.00"
Shipwise,"7,233.70"
Shopify,"42,493.26"
Shopify - Badu Apothecary-V,"6,191.82"
Shopify - Furstenfeld-V,"46,342.87"
Shopify - Get Back Up-V,"1,365.33"
Sid & Marty Krofft-V,206.04
Simple Backups,696.00
Sinotec,875.00
Siteground Hosting,696.90
Slack,"1,988.00"
Small Business Administration,"3,640.03"
"SNP Consulting & Development, Inc.","102,000.00"
Snugz USA,"4,406.60"
Sock Enterprises,"3,964.70"
Spectrum Business Cable,"2,631.24"
S&S Activewear,"496,611.56"
State Comptroller,"1,041.01"
"Staton Wholesale, LLC","11,194.93"
Stericycle Shred,"1,627.85"
Sterling Cut Glass,81.61
Steve Gadd-V,564.15
Steve Stevens-V,"1,024.89"
STOPNGO Line,386.42
"Stouse, LLC","18,519.82"
Stripe,29.12
Tal Wilkenfeld-V,102.42
Tattoo MFG,207.04
Tauk-V,"2,893.66"
Taylor,"52,875.00"
Terry Town,"29,222.02"
Text Expander,42.60
Text Inc,"1,089.00"
TForce Freight,"8,712.79"
The Bandana Company,"1,399.08"
The Bluegrass Situation-V,"1,355.82"
The Bygones-V,902.69
The Cold Stares-V,"10,365.62"
The Great Divide-V,116.17
The Human Bean,32.74
The Icarus Plan-V,428.84
The Other Favorites-V,"2,343.91"
The Speaker Wars-V,107.72
The Third Mind-V,987.86
The Winery Dogs-V,483.87
The Youngers-V,236.66
Timeflip,59.00
Tim Foust-V,"1,171.37"
TJC Consulting,"23,828.02"
TJ Maxx,23.78
Towel Hub,10.00
Trademarks Promotional Products,"1,543.78"
"Trademarks Promotional Products, LP","18,368.56"
Trip The Witch-V,"3,975.33"
TUFSTRINGS-V,168.00
TXU,"12,214.14"
UBestPromo,247.68
UGTHREADS 1PPROMO,"5,684.31"
Uline,"71,481.59"
Underground Threads,"11,783.80"
Unique Custom Products,"1,924.58"
United Healthcare,479.17
United Printables,"30,836.25"
UPrinting.com,"16,469.56"
UPS,"118,243.54"
Upwork,81.16
USPS,"47,381.05"
VEED,719.99
Vela Wood P.C.,"1,122.50"
Ventura Promotional,"10,027.09"
Vertical Horizon-V,11.26
Vuemastery.com,150.00
Wall Of Fame,"2,822.20"
Walmart,"1,822.08"
Water Utility Carrollton,2.13
"WB Promotion, INC",544.50
Web Interactive Consulting,790.00
Welshly Arms-V,306.43
Wendell's Mint,"1,497.62"
Whataburger,47.93
Will Hoge-V,"6,121.77"
Willis Exterminating,"1,623.72"
Wingstop,168.69
"Wisconsin Knitwear, Inc.",874.35
Wix,"1,013.22"
Wovin Brands,"1,131.75"
Yam Haus-V,328.28
Zalat Pizza,481.00
"Zendesk, INC","1,307.20"
TOTAL,"$4,628,270.37"



"Accrual Basis Friday, February 06, 2026 12:06 AM GMT-06:00",
