Invoice List by Date,,,,,,,
Bandwear.com Inc.,,,,,,,
"January-December, 2023",,,,,,,

Date,Transaction type,Num,Name,Memo/Description,Due date,Amount,Open balance
01/31/2023,Invoice,F20112,Shopify - Tower Records,,02/07/2023,"1,714.33",0.00
01/31/2023,Invoice,F20113,PCI 2 (Publishing Concepts) (deleted),,01/31/2023,"6,563.09",0.00
01/31/2023,Invoice,F20114,Shopify - Gentle Giant,,02/07/2023,414.91,0.00
01/31/2023,Invoice,F20115,Andy Timmons,,02/07/2023,237.07,0.00
01/31/2023,Invoice,F20116,Shopify - Monique Billings,,02/07/2023,199.95,0.00
01/31/2023,Invoice,F20117,Shopify - PRN Alumni Foundation,,02/07/2023,111.23,0.00
01/31/2023,Invoice,F20118,Shopify - Engelbert Humperdinck,,02/07/2023,147.77,0.00
01/31/2023,Invoice,F20119,Shopify - LC Records,,02/07/2023,222.99,0.00
01/31/2023,Invoice,F20120,Freedom Keepers United,,02/07/2023,903.33,0.00
01/31/2023,Invoice,F20121,Shopify - Semisonic,,02/07/2023,29.85,0.00
01/31/2023,Invoice,F20122,Shopify - Spottie WiFi,,02/07/2023,279.96,0.00
01/31/2023,Invoice,F20124,Shopify - Pinpoint Dealer Services,,02/07/2023,108.72,0.00
01/31/2023,Invoice,F20125,Shopify - Vaultboy,,02/07/2023,104.13,0.00
01/31/2023,Invoice,F20126,Bandcamp - Heavy Metal Store,,03/02/2023,2.27,0.00
01/31/2023,Invoice,F20127,Shopify - Changeland,,02/07/2023,34.20,0.00
01/31/2023,Invoice,F20128,Shopify - Ink + Snow,,02/07/2023,99.00,0.00
01/31/2023,Invoice,F20129,Shopify - TNT Recordings,,02/07/2023,133.13,0.00
01/31/2023,Invoice,F20130,Shopify - Zyg Zyg Publishing,,02/07/2023,10.45,0.00
01/31/2023,Invoice,F20131,What School Could Be?,,02/07/2023,641.23,0.00
01/31/2023,Invoice,F20123,Martin Schneider,Voided,02/07/2023,0.00,0.00
01/31/2023,Invoice,F20111,Shopify - Heavy Metal Magazine,,03/02/2023,"6,764.69",0.00
02/07/2023,Invoice,20742,Baseline/Wilspro:Marc Broussard,Marc Broussard Ivy Cap Reorder,02/07/2023,720.04,0.00
02/08/2023,Invoice,20743,Dani Hagan,Dani Hagan Flyer,02/10/2023,348.66,0.00
02/08/2023,Invoice,20744,Scoop Merchandise,Blue October Heart Bandanna,02/10/2023,"5,932.74",0.00
02/08/2023,Invoice,20745,Nothing More,Nothing More Spirits Album Cover Flat Poster REORDER,02/08/2023,451.22,0.00
02/08/2023,Invoice,20746,Nothing More,Nothing More Spirits Tote Bag REORDER,02/08/2023,"2,375.00",0.00
02/08/2023,Invoice,20747,Prove Them Wrong-Hope Story,Prove Them Wrong-Hope Story Pen REORDER,02/10/2023,"2,923.58",0.00
02/08/2023,Invoice,20748,Mark Kafel,,03/10/2023,95.00,0.00
02/09/2023,Invoice,20749,Scoop Merchandise,Blue October Where Did You Go Tees,02/09/2023,"5,161.68",0.00
02/09/2023,Invoice,20750,Bandwear Special Products,Bandwear Logo Tees and Hoodies,02/09/2023,0.00,0.00
02/13/2023,Invoice,20751,Yam Haus,Yam Haus Band Photo 11x 17 Poster,02/18/2023,677.76,0.00
02/13/2023,Invoice,20752,Nothing More,Nothing More Spirits BALLAST Tee REORDER,02/13/2023,494.09,0.00
02/13/2023,Invoice,20753,Nothing More,Nothing More Spirits CONSTANT Tee REORDER,02/13/2023,488.09,0.00
02/13/2023,Invoice,20754,Nothing More,Nothing More Spirits TRU Tee REORDER,02/13/2023,530.73,0.00
02/13/2023,Invoice,20755,One Opportunity Records,Mark Daly and The Ravens Guitar Picks REORDER,02/28/2023,569.00,0.00
02/14/2023,Invoice,20756,Mark Kafel,,02/14/2023,95.00,0.00
02/14/2023,Invoice,20757,Dani Hagan,Dani Hagan Lip Sticker,02/28/2023,503.57,0.00
02/14/2023,Invoice,20758,HK Hospitality,HK Hospitality Peachy Keen Pink Tie-Dye Tee - on solid Gildan REORDER,02/14/2023,781.39,0.00
02/16/2023,Invoice,20759,Cal Stamp,Cal Stamp Logo Tee REORDER,02/17/2023,460.57,0.00
02/16/2023,Invoice,20760,One Opportunity Records,Mark Daly and The Ravens RAVENS TEE REORDER,02/17/2023,"2,247.75",0.00
02/16/2023,Invoice,20761,One Opportunity Records,Mark Daly and The Ravens ALBUM COVER TEE REORDER,02/17/2023,"1,382.75",0.00
02/16/2023,Invoice,20762,Bandwear Special Products,Bandwear Logo Hats & Beanies,02/16/2023,0.00,0.00
02/16/2023,Invoice,20763,Ski With Wade,Ski With Wade Palm Tree Sticker,02/17/2023,932.24,0.00
02/16/2023,Invoice,20764,Scoop Merchandise,Blue October STTA Spring 2023 Tour Tees,02/16/2023,"29,988.95",0.00
02/16/2023,Invoice,20765,Scoop Merchandise,Blue October STTA 2023 Spring Tour M&G Posters,02/17/2023,"1,478.91",0.00
02/17/2023,Invoice,20766,Scoop Merchandise,Blue October Heart X Eagle Tees,02/17/2023,"2,547.19",0.00
02/17/2023,Invoice,20767,Gunner Black Co.,Gunner Black Lyric Jewelry Reorder,02/17/2023,"8,249.00",0.00
02/21/2023,Invoice,20768,Scoop Merchandise,Blue October Heart X Black Coffee Mug,02/21/2023,801.10,0.00
02/21/2023,Invoice,20769,Scoop Merchandise,Blue October Spinning the Truth Around Tumbler,02/21/2023,"7,297.79",0.00
02/22/2023,Invoice,20770,Home Free,Home Free Eagle Arched Logo Tote Bags,02/22/2023,"2,211.18",0.00
02/22/2023,Invoice,20771,Home Free,Home Free Forest Green Script Tee,02/22/2023,"3,221.62",0.00
02/22/2023,Invoice,20772,Home Free,Home Free Script Pullover Sweatshirt,02/23/2023,"3,649.38",0.00
02/22/2023,Invoice,20773,They Might Be Giants,,02/28/2023,772.75,0.00
02/22/2023,Invoice,20774,Scoop Merchandise,Blue October STTA Patch,02/22/2023,"1,019.17",0.00
02/22/2023,Invoice,20775,Nothing More,,02/22/2023,93.68,0.00
02/24/2023,Invoice,20776,Home Free,Home Free Arched Eagle Logo Long Sleeve,03/24/2023,"3,149.38",0.00
02/24/2023,Invoice,20777,Matthew Kurzman,Matthew Kurzman Bobby Sparks Live at Front Yard Concerts Cassette USB,02/24/2023,"1,999.38",0.00
02/27/2023,Invoice,20778,Jackopierce,Jackopierce Original Star Logo Hoodie,02/28/2023,"1,683.72",0.00
02/27/2023,Invoice,20779,Pike and Sutton,Patrice Pike Owl Tee,02/28/2023,"2,853.34",0.00
02/27/2023,Invoice,20780,Home Free,Home Free So Long Dixie Bus T-Shirt REORDER,02/23/2023,"3,222.13",0.00
02/27/2023,Invoice,20781,Scoop Merchandise,Blue October Hate Me Lyric Tees Reorder,02/27/2023,"1,981.84",0.00
02/28/2023,Invoice,20782,PCI 2 (Publishing Concepts) (deleted):Rivier University (deleted),,02/28/2023,"7,886.89",0.00
02/28/2023,Invoice,20783,PCI 2 (Publishing Concepts) (deleted):City University of Seattle (deleted),,02/28/2023,"4,839.78",0.00
02/28/2023,Invoice,20784,PCI 2 (Publishing Concepts) (deleted):Palmer College of Chiropractic (deleted),,02/28/2023,"9,016.73",0.00
02/28/2023,Invoice,20785,HK Hospitality,Mom's Heart - Eat At Mom's Tees REORDER,02/28/2023,888.97,0.00
02/28/2023,Invoice,20786,Lake Travis High School Theatre Arts,Lake Travis High School Theatre Arts Too Much Light Tee,03/30/2023,559.64,0.00
02/28/2023,Invoice,20787,Home Free,Home Free Eagle Water Bottle REORDER,03/01/2023,"1,935.73",0.00
02/28/2023,Invoice,20788,Baseline/Wilspro:Marc Broussard,Marc Broussard SOS IV Poster,02/28/2023,696.73,0.00
02/28/2023,Invoice,F20132,PCI 2 (Publishing Concepts) (deleted),,02/28/2023,"10,085.13",0.00
02/28/2023,Invoice,F20133,URComped,,03/07/2023,"3,102.20",0.00
02/28/2023,Invoice,F20134,Nothing More,,03/07/2023,"3,754.37",0.00
02/28/2023,Invoice,F20135,Lucky Chops,,02/28/2023,"2,607.32",0.00
02/28/2023,Invoice,F20136,Shopify - TNT Recordings,,03/07/2023,"1,936.74",0.00
02/28/2023,Invoice,F20137,Shopify - Tower Records,,03/07/2023,"1,403.75",0.00
02/28/2023,Invoice,F20138,Shopify - Heavy Metal Magazine,,03/30/2023,"5,819.07",0.00
02/28/2023,Invoice,F20139,Home Free,,03/07/2023,557.17,0.00
02/28/2023,Invoice,F20140,Bandcamp - Heavy Metal Store,,03/30/2023,"1,087.82",0.00
02/28/2023,Invoice,F20141,Shopify - Gentle Giant,,03/07/2023,393.99,0.00
02/28/2023,Invoice,F20142,Andy Timmons,,03/07/2023,360.38,0.00
02/28/2023,Invoice,F20143,Shopify - Pinpoint Dealer Services,,03/07/2023,296.88,0.00
02/28/2023,Invoice,F20144,Shopify - Semisonic,,03/07/2023,124.77,0.00
02/28/2023,Invoice,F20145,Shopify - Engelbert Humperdinck,,03/07/2023,117.37,0.00
02/28/2023,Invoice,F20146,Shopify - Vaultboy,,03/07/2023,45.36,0.00
02/28/2023,Invoice,F20147,Freedom Keepers United,,03/07/2023,445.79,0.00
02/28/2023,Invoice,F20148,Shopify - LC Records,,03/07/2023,293.04,0.00
02/28/2023,Invoice,F20149,Shopify - PRN Alumni Foundation,,03/07/2023,51.69,0.00
02/28/2023,Invoice,F20150,Shopify - Spottie WiFi,,03/07/2023,145.20,0.00
02/28/2023,Invoice,F20151,Powerflo (deleted),,03/07/2023,0.00,0.00
02/28/2023,Invoice,F20152,Shopify - Changeland,,03/07/2023,34.20,0.00
02/28/2023,Invoice,F20153,Shopify - Monique Billings,,03/07/2023,53.61,0.00
02/28/2023,Invoice,F20154,Shopify - Zyg Zyg Publishing,,03/07/2023,10.45,0.00
02/28/2023,Invoice,F20155,What School Could Be?,,03/07/2023,858.27,0.00
03/01/2023,Invoice,20789,Matthew Kurzman,Matthew Kurzman Bobby Sparks Live at Front Yard Concerts Cassette USB - DISCOUNTED INVOICE,03/31/2023,"1,499.53",0.00
03/02/2023,Invoice,20791,Pike and Sutton,Patrice Pike Owl Bandana,03/02/2023,"1,753.55",0.00
03/02/2023,Invoice,20792,They Might Be Giants,,03/17/2023,118.53,0.00
03/02/2023,Invoice,20793,HK Hospitality,HK Hospitality Lady Blue Beverage Napkins REORDER,03/03/2023,898.93,0.00
03/08/2023,Invoice,20794,HK Hospitality,HK Hospitality Mom's Heart Logo Embroidered Hat Reorder,03/08/2023,"1,216.29",0.00
03/08/2023,Invoice,20795,One Opportunity Records,Mark Daly and The Ravens Beanie REORDER,03/08/2023,"1,462.77",0.00
03/08/2023,Invoice,20796,Scoop Merchandise,Blue October Heart X Eagle Tees,03/08/2023,"3,339.01",0.00
03/08/2023,Invoice,20797,Scoop Merchandise,Blue October Where Did You Go Tees,03/08/2023,"10,279.65",0.00
03/09/2023,Invoice,20799,HK Hospitality,HK Hospitality Peachy Keen Enamel Pins REORDER,03/09/2023,335.60,0.00
03/09/2023,Invoice,20800,HK Hospitality,HK Hospitality Peachy Keen Coaster REORDER,03/09/2023,976.69,0.00
03/09/2023,Invoice,20801,Scoop Merchandise,Blue October STTA Spring 2023 Tour Tees,03/09/2023,"4,000.21",0.00
03/09/2023,Invoice,20802,Scoop Merchandise,Blue October STTA Pullover Hoodies Reorder,03/09/2023,"20,373.89",0.00
03/09/2023,Invoice,20803,Gunner Black Co.,Justin Furstenfeld Crazy Making v3 Books,03/09/2023,"27,054.03",0.00
03/09/2023,Invoice,20804,Bandwear Special Products,Bandwear Logo Tees and Hoodies REORDER,03/09/2023,0.00,0.00
03/10/2023,Invoice,20805,Yam Haus,Yam Haus Stamped Logo Tee,03/10/2023,"1,239.41",0.00
03/10/2023,Invoice,20806,Yam Haus,Yam Haus Logo Hoodie,03/10/2023,"1,350.58",0.00
03/10/2023,Invoice,20807,Bowling For Soup,Bowling For Soup GOS Puppet Tee REORDER,03/10/2023,"1,046.85",0.00
03/10/2023,Invoice,20808,Cary Morin,Cary Morin Live A Little Colorado Silhouette Tee,03/10/2023,"2,011.59",0.00
03/10/2023,Invoice,20809,Cary Morin,Cary Morin Live A Little Colorado Silhouette Women's Tank,03/10/2023,"1,286.36",0.00
03/10/2023,Invoice,20810,Home Free,Home Free HF Logo Camo Trucker Hat,03/10/2023,"1,058.10",0.00
03/14/2023,Invoice,20811,PCI 2 (Publishing Concepts) (deleted):American Legion Dept of North Carolina (deleted),,03/14/2023,"39,542.58",0.00
03/14/2023,Invoice,20812,BCM Entertainment,Brian Culbertson Trilogy Hat,03/17/2023,"2,248.13",0.00
03/14/2023,Invoice,20813,Fastball (Review),Fastball Script Logo Tee Reorder,03/15/2023,701.63,0.00
03/14/2023,Invoice,20814,Morgan James,Morgan James Vinyl Record USB,03/14/2023,"1,308.97",0.00
03/14/2023,Invoice,20815,Hand Drawn Pressing,Hand Drawn Pressing The HU - Rumble Of Thunder Product Sticker HDP8647,04/13/2023,"3,613.27",0.00
03/15/2023,Invoice,20816,BCM Entertainment,Brian Culbertson The Trilogy Painting Mug,03/17/2023,"1,436.75",0.00
03/15/2023,Invoice,20817,BCM Entertainment,Brian Culbertson Red White & Blue Trilogy Tour Signature Hat,03/17/2023,"1,752.60",0.00
03/15/2023,Invoice,20818,BCM Entertainment,Brian Culbertson Trilogy Silhouette Tee,03/17/2023,"3,233.25",0.00
03/15/2023,Invoice,20819,BCM Entertainment,Brian Culbertson Painting Tee,03/31/2023,"2,826.34",0.00
03/15/2023,Invoice,20820,BCM Entertainment,Brian Culbertson Womens Scoop Neck Painting Tee,03/31/2023,"2,418.91",0.00
03/15/2023,Invoice,20821,BCM Entertainment,Brian Culbertson Trilogy Painting Tote Bag,03/15/2023,"3,646.32",0.00
03/15/2023,Invoice,20822,Nothing More,Nothing More  Rage Turn It Up Like Tee Reorder,03/15/2023,"1,699.83",0.00
03/15/2023,Invoice,20823,Nothing More,Nothing More Spirits Scorpion Tie-Dyed Tee REORDER,03/15/2023,"1,540.04",0.00
03/15/2023,Invoice,20824,HK Hospitality,HK Hospitality Peachy Keen Patch,03/15/2023,307.66,0.00
03/15/2023,Invoice,20825,Warrant,Warrant I Love Beers Hat REORDER,03/15/2023,595.80,0.00
03/15/2023,Invoice,20826,Scoop Merchandise,Blue October Tourbus Country Tees Reorder,03/15/2023,"11,043.62",0.00
03/16/2023,Invoice,20827,Scoop Merchandise,Rose Script Confession Gray Tees,03/16/2023,"2,927.95",0.00
03/16/2023,Invoice,20829,Morgan James,Morgan James Certified Morganic Tote Bag,03/20/2023,"3,251.73",0.00
03/16/2023,Invoice,20830,Morgan James,Morgan James Illustration Tee,03/27/2023,"3,005.26",0.00
03/16/2023,Invoice,20831,Morgan James,Morgan James Nobody's Fool Album Cover Tee,03/20/2023,"4,008.92",0.00
03/16/2023,Invoice,20833,Yam Haus,Yam Haus Logo Dad Hat,03/17/2023,595.92,0.00
03/16/2023,Invoice,20834,Cary Morin,Cary Morin Ghost Dog Tees REORDER - Green,03/16/2023,"3,499.66",0.00
03/16/2023,Invoice,20835,HK Hospitality,Mom's Heart - Eat At Mom's Tees REORDER,03/17/2023,"1,466.47",0.00
03/20/2023,Invoice,20828,Lucky Chops,Lucky Chops White Logo on Black Tee Reorder,03/20/2023,"1,689.30",0.00
03/20/2023,Invoice,20832,Paul Gilbert (Review),Paul Gilbert DIO Tee & Hoodie,03/17/2023,"2,214.68",0.00
03/20/2023,Invoice,20836,Tone Shop Guitars,Tone Shop Guitars Dallas Tees,03/20/2023,"1,858.61",0.00
03/20/2023,Invoice,20837,Tone Shop Guitars - Southlake,Tone Shop Guitars Southlake Tees,03/20/2023,871.00,0.00
03/20/2023,Invoice,20838,Scoop Merchandise,Blue October Heart X Drawstring Bag for Shoes REORDER,03/20/2023,"1,874.77",0.00
03/20/2023,Invoice,20839,Paul Gilbert (Review),Paul Gilbert DIO Sticker,03/20/2023,409.58,0.00
03/20/2023,Invoice,20840,Morgan James,Morgan James Nobody's Fool Tour Poster,03/27/2023,"1,638.71",0.00
03/20/2023,Invoice,20841,PCI 2 (Publishing Concepts) (deleted):Binghamton High School (deleted),Binghamton High School,03/20/2023,"1,413.94",0.00
03/22/2023,Invoice,20842,Warrant,Warrant Crown Skull Louder Harder Faster Tee,03/22/2023,"2,465.22",0.00
03/22/2023,Invoice,20843,Scoop Merchandise,Blue October Hi-Top Sneakers,03/22/2023,"40,200.52",0.00
03/23/2023,Invoice,20844,Nothing More,Nothing More Womens Tarot Card Knife Racerback Tank,03/23/2023,"1,360.48",0.00
03/23/2023,Invoice,20845,Paytech-Earth Angel,Paytech-Earth Angel Unisex Tee REORDER,03/24/2023,592.35,0.00
03/29/2023,Invoice,20847,HK Hospitality,HK Hospitality Lady Blue Beverage Napkins REORDER,03/29/2023,898.44,0.00
03/31/2023,Invoice,20846,Nothing More,Nothing More Woven Label Beanie REORDER,03/31/2023,"3,517.26",0.00
03/31/2023,Invoice,20852,Nothing More,Nothing More Vinyl Pizza Box,03/31/2023,"1,210.00",0.00
03/31/2023,Invoice,20853,Scoop Merchandise,Blue October Hate Me Lyric Tees Reorder,03/31/2023,"3,882.65",0.00
03/31/2023,Invoice,20854,Bandcamp - Heavy Metal Store,The Heavy Metal Store Night Demon Outsider Tee,03/31/2023,"1,265.13",0.00
03/31/2023,Invoice,20855,Bandcamp - Heavy Metal Store,The Heavy Metal Store Night Demon Outsider Hoodie,03/31/2023,"2,214.54",0.00
03/31/2023,Invoice,F20156,Nothing More,,04/07/2023,"4,874.54",0.00
03/31/2023,Invoice,F20157,URComped,,04/07/2023,"3,049.07",0.00
03/31/2023,Invoice,F20158,PCI 2 (Publishing Concepts) (deleted),,03/31/2023,"7,536.08",0.00
03/31/2023,Invoice,F20159,Shopify - Tower Records,,04/07/2023,"1,406.81",0.00
03/31/2023,Invoice,F20160,Andy Timmons,,04/07/2023,"1,116.31",0.00
03/31/2023,Invoice,F20161,Shopify - Heavy Metal Magazine,,04/30/2023,"4,962.70",0.00
03/31/2023,Invoice,F20162,Shopify - Vaultboy,,04/07/2023,350.53,0.00
03/31/2023,Invoice,F20163,Shopify - Gentle Giant,,04/07/2023,396.28,0.00
03/31/2023,Invoice,F20164,Welshly Arms,,04/07/2023,242.82,0.00
03/31/2023,Invoice,F20165,Shopify - Monique Billings,,04/07/2023,136.74,0.00
03/31/2023,Invoice,F20166,Shopify - TNT Recordings,,04/07/2023,119.70,0.00
03/31/2023,Invoice,F20167,Freedom Keepers United,,04/07/2023,444.18,0.00
03/31/2023,Invoice,F20168,Shopify - Semisonic,,04/07/2023,55.45,0.00
03/31/2023,Invoice,F20169,Shopify - Pinpoint Dealer Services,,04/07/2023,125.10,0.00
03/31/2023,Invoice,F20170,Shopify - Engelbert Humperdinck,,04/07/2023,110.80,0.00
03/31/2023,Invoice,F20171,Shopify - Changeland,,04/07/2023,45.02,0.00
03/31/2023,Invoice,F20172,Shopify - PRN Alumni Foundation,,04/07/2023,35.05,0.00
03/31/2023,Invoice,F20173,Shopify - Spottie WiFi,,04/07/2023,145.35,0.00
03/31/2023,Invoice,F20174,Lucky Chops,,04/07/2023,0.00,0.00
03/31/2023,Invoice,F20175,Powerflo (deleted),,04/07/2023,0.00,0.00
03/31/2023,Invoice,F20176,Shopify - LC Records,,04/07/2023,204.79,0.00
03/31/2023,Invoice,F20177,Shopify - Zyg Zyg Publishing,,04/07/2023,10.45,0.00
03/31/2023,Invoice,F20178,What School Could Be?,,04/07/2023,741.84,0.00
03/31/2023,Invoice,F20179,Morgan James,,04/30/2023,9.70,0.00
03/31/2023,Invoice,F20180,Bandcamp - Heavy Metal Store,,04/30/2023,"7,607.16",0.00
04/01/2023,Invoice,20848,Bluegrass Heritage Foundation,BHF Bluegrass Festival 2023 Tee,04/07/2023,608.75,0.00
04/01/2023,Invoice,20849,Bluegrass Heritage Foundation,BHF Deep in the Bluegrass Tie-Dye Tees,04/07/2023,564.64,0.00
04/01/2023,Invoice,20850,Bluegrass Heritage Foundation,BHF My Grass is Legal Tie-Dye Tees,04/07/2023,584.64,0.00
04/01/2023,Invoice,20851,Bluegrass Heritage Foundation,BHF Red/Blue Fiddle Tees,04/07/2023,439.20,0.00
04/04/2023,Invoice,20856,Bluegrass Heritage Foundation,BHF Embr Logo Hoody,04/07/2023,"1,162.40",0.00
04/04/2023,Invoice,20857,HK Hospitality,HK Hospitality Peachy Keen Pen REORDER,04/06/2023,911.95,0.00
04/04/2023,Invoice,20858,Home Free,Home Free So Long Dixie Bus T-Shirt REORDER,04/04/2023,"4,470.06",0.00
04/04/2023,Invoice,20859,Home Free,Home Free Neon Diamonds Tee REORDER,04/04/2023,"4,287.94",0.00
04/04/2023,Invoice,20860,Home Free,Home Free Camo Eagle Tee Reorder,04/05/2023,"4,640.98",0.00
04/04/2023,Invoice,20861,Home Free,Home Free Forest Green Script Tee REORDER,04/05/2023,"3,958.75",0.00
04/04/2023,Invoice,20862,They Might Be Giants,They Might Be Giants Gold Snowman Tour Hoodie,05/13/2023,"18,879.37",0.00
04/04/2023,Invoice,20863,PCI 2 (Publishing Concepts) (deleted):Schreiner University (deleted),Schreiner University,04/04/2023,"6,321.72",0.00
04/04/2023,Invoice,20864,PCI 2 (Publishing Concepts) (deleted):Native Sons of the Golden West (deleted),Native Sons of the Golden West,04/04/2023,"7,496.23",0.00
04/04/2023,Invoice,20865,Driftwood,"Driftwood Mushroom Radio Tee, Tank, Hoodie",04/04/2023,"4,376.04",0.00
04/04/2023,Invoice,20866,Driftwood,Driftwood Musical Heron Hoodie,04/06/2023,"1,278.70",0.00
04/05/2023,Invoice,20867,Driftwood,Driftwood Neon Heron Campfire Mug,04/05/2023,"1,051.14",0.00
04/05/2023,Invoice,20868,"MOLOCAR, INC/TrueSpot",TrueSpot It Starts with Location Polo Reorder (Black),04/07/2023,952.08,0.00
04/07/2023,Invoice,F20183a,Charles Peters,,05/07/2023,50.00,0.00
04/10/2023,Invoice,20870,Steve Stevens,Steve Stevens Space Sounds Raygun,04/14/2023,307.05,0.00
04/10/2023,Invoice,20871,Steve Stevens,Steve Stevens Space Sounds Raygun,04/30/2023,206.70,0.00
04/11/2023,Invoice,20872,Yam Haus,Yam Haus Rectangle Logo Hoodie Reorder,04/21/2023,"1,849.68",0.00
04/11/2023,Invoice,20873,Yam Haus,Yam Haus Puppy Tee Reorder,04/21/2023,"1,592.87",0.00
04/12/2023,Invoice,20874,Peter Black,,05/12/2023,149.00,0.00
04/13/2023,Invoice,20875,Sammy Rae,Sammy Rae Moon Tee - NO TOUR DATES,04/14/2023,"1,958.92",0.00
04/13/2023,Invoice,20876,Flickerstick,El Dangeroso Tees,05/13/2023,484.00,0.00
04/14/2023,Invoice,20877,Peter Black,,05/14/2023,42.50,0.00
04/14/2023,Invoice,20878,Steve Gadd,Steve Gadd Bulldog Logo 2023 Tour Tee,04/18/2023,"4,647.86",0.00
04/17/2023,Invoice,20879,Driftwood,Driftwood Neon Heron Enamel Pin,04/17/2023,463.98,0.00
04/18/2023,Invoice,20881,Peter Black,,05/18/2023,42.50,0.00
04/19/2023,Invoice,20869,Nothing More,Nothing More Chelsea Pub Beer Glass Starburst Logo,04/19/2023,"1,585.95",0.00
04/19/2023,Invoice,20882,Driftwood,Driftwood Musical Heron Patch Logo Dad Hat & Trucker Hat,04/21/2023,"2,051.44",0.00
04/19/2023,Invoice,20883,Bruce Molsky,Bruce Molsky Fountain Pen,04/21/2023,354.32,0.00
04/19/2023,Invoice,20884,Sammy Rae,Sammy Rae Ampersand Dad Hat Reorder,04/26/2023,"2,235.40",0.00
04/19/2023,Invoice,20886,BCM Entertainment,Brian Culbertson Trilogy Silhouette Tee REORDER,04/27/2023,"2,872.66",0.00
04/19/2023,Invoice,20887,Bowling For Soup,Bowling for Soup Don't Mind if We Do Tee,04/20/2023,"1,713.46",0.00
04/19/2023,Invoice,20888,Nothing More,Nothing More Classic Logo Tee Reorder,04/20/2023,"1,301.92",0.00
